action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18192774,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cc4ccccc4[nH]3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '18.42', 'le': '0.34', 'lle': '2.86', 'sei': '7.57'}",CHEMBL4062820,,CHEMBL4062820,5.92,0,http://www.openphacts.org/units/Nanomolar,3018130,=,1,1,=,,IC50,nM,,1200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,1.2
,,18192775,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cc4cc(Br)ccc4[nH]3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '12.69', 'le': '0.28', 'lle': '1.26', 'sei': '6.49'}",CHEMBL4082981,,CHEMBL4082981,5.08,0,http://www.openphacts.org/units/Nanomolar,3018131,=,1,1,=,,IC50,nM,,8300.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,8.3
,,18192776,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccnc3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '20.36', 'le': '0.38', 'lle': '3.80', 'sei': '7.66'}",CHEMBL4100956,,CHEMBL4100956,5.77,0,http://www.openphacts.org/units/Nanomolar,3018132,=,1,1,=,,IC50,nM,,1700.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,1.7
,,18192777,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '12.28', 'le': '0.23', 'lle': '0.70', 'sei': '6.89'}",CHEMBL4086402,,CHEMBL4086402,4.30,0,http://www.openphacts.org/units/Nanomolar,3018133,=,1,1,=,,IC50,nM,,50000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,50.0
,,18192778,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3ccc(C(F)(F)F)cc3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '14.70', 'le': '0.28', 'lle': '1.55', 'sei': '8.24'}",CHEMBL4104296,,CHEMBL4104296,5.15,0,http://www.openphacts.org/units/Nanomolar,3018134,=,1,1,=,,IC50,nM,,7100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,7.1
,,18192779,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(/C=C/c3cccc(C(F)(F)F)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4080844,,CHEMBL4080844,,0,http://www.openphacts.org/units/Nanomolar,3018135,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192780,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(Cl)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '19.62', 'le': '0.39', 'lle': '2.98', 'sei': '9.95'}",CHEMBL4105084,,CHEMBL4105084,6.21,0,http://www.openphacts.org/units/Nanomolar,3018136,=,1,1,=,,IC50,nM,,610.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.61
,,18192781,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(N)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '18.23', 'le': '0.34', 'lle': '3.26', 'sei': '6.13'}",CHEMBL4088717,,CHEMBL4088717,5.42,0,http://www.openphacts.org/units/Nanomolar,3018137,=,1,1,=,,IC50,nM,,3800.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,3.8
,,18192782,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cc(Cl)ccc3N)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '14.37', 'le': '0.28', 'lle': '1.96', 'sei': '5.39'}",CHEMBL4067477,,CHEMBL4067477,4.77,0,http://www.openphacts.org/units/Nanomolar,3018138,=,1,1,=,,IC50,nM,,17000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,17.0
,,18192783,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(NC(C)=O)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '19.80', 'le': '0.37', 'lle': '4.18', 'sei': '7.34'}",CHEMBL4061526,,CHEMBL4061526,6.72,0,http://www.openphacts.org/units/Nanomolar,3018139,=,1,1,=,,IC50,nM,,190.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.19
,,18192784,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(SC)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '18.53', 'le': '0.36', 'lle': '2.79', 'sei': '9.75'}",CHEMBL4089652,,CHEMBL4089652,6.09,0,http://www.openphacts.org/units/Nanomolar,3018140,=,1,1,=,,IC50,nM,,820.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.82
,,18192785,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(S(C)(=O)=O)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '16.79', 'le': '0.33', 'lle': '4.07', 'sei': '6.26'}",CHEMBL4070189,,CHEMBL4070189,6.05,0,http://www.openphacts.org/units/Nanomolar,3018141,=,1,1,=,,IC50,nM,,890.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.89
,,18192786,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3ccsc3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '21.60', 'le': '0.43', 'lle': '3.59', 'sei': '9.97'}",CHEMBL4097368,,CHEMBL4097368,6.23,0,http://www.openphacts.org/units/Nanomolar,3018142,=,1,1,=,,IC50,nM,,590.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.59
,,18192787,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc(SC)n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '17.12', 'le': '0.34', 'lle': '3.57', 'sei': '6.41'}",CHEMBL4092047,,CHEMBL4092047,5.66,0,http://www.openphacts.org/units/Nanomolar,3018143,=,1,1,=,,IC50,nM,,2200.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,2.2
,,18192788,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc([S+](C)[O-])n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4071234,,CHEMBL4071234,,0,http://www.openphacts.org/units/Nanomolar,3018144,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192789,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc(S(C)(=O)=O)n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4062683,,CHEMBL4062683,,0,http://www.openphacts.org/units/Nanomolar,3018145,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192790,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3ccnc(N)n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '17.68', 'le': '0.33', 'lle': '4.34', 'sei': '4.63'}",CHEMBL4084364,,CHEMBL4084364,5.29,0,http://www.openphacts.org/units/Nanomolar,3018146,=,1,1,=,,IC50,nM,,5100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,5.1
,,18192791,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CCOC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '16.81', 'le': '0.31', 'lle': '3.20', 'sei': '6.71'}",CHEMBL4071322,,CHEMBL4071322,5.96,0,http://www.openphacts.org/units/Nanomolar,3018147,=,1,1,=,,IC50,nM,,1100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,1.1
,,18192792,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C(=O)O)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4092117,,CHEMBL4092117,,0,http://www.openphacts.org/units/Nanomolar,3018148,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192793,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(C=O)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '20.36', 'le': '0.38', 'lle': '3.93', 'sei': '7.95'}",CHEMBL4093104,,CHEMBL4093104,6.32,0,http://www.openphacts.org/units/Nanomolar,3018149,=,1,1,=,,IC50,nM,,480.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.48
,,18192794,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)Nc1ccc2ncc(-c3cccc(/C=N/O)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '18.44', 'le': '0.34', 'lle': '3.61', 'sei': '6.31'}",CHEMBL4065432,,CHEMBL4065432,6.00,0,http://www.openphacts.org/units/Nanomolar,3018150,=,1,1,=,,IC50,nM,,1000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,1.0
,,18192795,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)/N=C/c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '16.33', 'le': '0.30', 'lle': '3.46', 'sei': '6.55'}",CHEMBL4070227,,CHEMBL4070227,6.23,0,http://www.openphacts.org/units/Nanomolar,3018151,=,1,1,=,,IC50,nM,,590.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.59
,,18192796,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '13.12', 'le': '0.25', 'lle': '3.13', 'sei': '4.67'}",CHEMBL4071413,,CHEMBL4071413,5.21,0,http://www.openphacts.org/units/Nanomolar,3018152,=,1,1,=,,IC50,nM,,6100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,6.1
,,18192797,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4098237,,CHEMBL4098237,,0,http://www.openphacts.org/units/Nanomolar,3018153,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192798,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(C)[C@@H](CO)Nc1ccc2ncc(-c3cccnc3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '19.69', 'le': '0.36', 'lle': '3.63', 'sei': '7.77'}",CHEMBL4074132,,CHEMBL4074132,5.85,0,http://www.openphacts.org/units/Nanomolar,3018154,=,1,1,=,,IC50,nM,,1400.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,1.4
,,18192799,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CCOC(=O)Nc1ccc2ncc(-c3cccnc3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4083948,,CHEMBL4083948,,0,http://www.openphacts.org/units/Nanomolar,3018155,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192800,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CCOC(=O)Nc1ccc2ncc(-c3cccc(Cl)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4075509,,CHEMBL4075509,,0,http://www.openphacts.org/units/Nanomolar,3018156,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192801,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(Cl)c4)n3n2)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '16.96', 'le': '0.32', 'lle': '1.66', 'sei': '8.99'}",CHEMBL4074499,,CHEMBL4074499,6.41,0,http://www.openphacts.org/units/Nanomolar,3018157,=,1,1,=,,IC50,nM,,390.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.39
,,18192802,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,OCCN1CCN(c2ccc3ncc(-c4cccc(Cl)c4)n3n2)CC1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4071013,,CHEMBL4071013,,0,http://www.openphacts.org/units/Nanomolar,3018158,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192803,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,Clc1cccc(-c2cnc3ccc(N4CCC(N5CCCCC5)CC4)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4064988,,CHEMBL4064988,,0,http://www.openphacts.org/units/Nanomolar,3018159,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192804,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)N(C(C)=O)c1ccc2ncc(-c3cccc(NC(C)=O)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '15.62', 'le': '0.29', 'lle': '3.48', 'sei': '5.97'}",CHEMBL4092673,,CHEMBL4092673,5.96,0,http://www.openphacts.org/units/Nanomolar,3018160,=,1,1,=,,IC50,nM,,1100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,1.1
,,18192805,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC(=O)Nc1cccc(Nc2ccc3ncc(-c4cccc(NC(C)=O)c4)n3n2)c1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '16.63', 'le': '0.30', 'lle': '2.60', 'sei': '6.63'}",CHEMBL4102871,,CHEMBL4102871,6.66,0,http://www.openphacts.org/units/Nanomolar,3018161,=,1,1,=,,IC50,nM,,220.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,0.22
,,18192806,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)/N=C/c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4084919,,CHEMBL4084919,,0,http://www.openphacts.org/units/Nanomolar,3018162,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192807,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4076663,,CHEMBL4076663,,0,http://www.openphacts.org/units/Nanomolar,3018163,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192808,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,CC[C@@H](CO)NC(=O)c1cccc(-c2cnc3ccc(N[C@H](CC)CO)nn23)c1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4079343,,CHEMBL4079343,,0,http://www.openphacts.org/units/Nanomolar,3018164,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192809,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(-c3ccc4[nH]ccc4c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '20.03', 'le': '0.36', 'lle': '2.40', 'sei': '9.59'}",CHEMBL4079347,,CHEMBL4079347,5.29,0,http://www.openphacts.org/units/Nanomolar,3018165,=,1,1,=,,IC50,nM,,5100.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,5.1
,,18192810,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(-c3cccc(C(F)(F)F)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,"{'bei': '16.18', 'le': '0.31', 'lle': '1.32', 'sei': '12.04'}",CHEMBL4098107,,CHEMBL4098107,4.75,0,http://www.openphacts.org/units/Nanomolar,3018166,=,1,1,=,,IC50,nM,,18000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,18.0
,,18192811,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(-c3ccc(C(F)(F)F)cc3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4063254,,CHEMBL4063254,,0,http://www.openphacts.org/units/Nanomolar,3018167,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192812,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(/C=C/c3cccc(C(F)(F)F)c3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4091127,,CHEMBL4091127,,0,http://www.openphacts.org/units/Nanomolar,3018168,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192813,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(-c3ccnc(SC)n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4067420,,CHEMBL4067420,,0,http://www.openphacts.org/units/Nanomolar,3018169,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192814,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(-c3ccnc([S+](C)[O-])n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4062568,,CHEMBL4062568,,0,http://www.openphacts.org/units/Nanomolar,3018170,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
,,18192815,[],CHEMBL4041957,Inhibition of human recombinant CDK5/p25 after 30 mins by [gamma-33P]ATP based scintillation counting analysis,B,,,BAO_0000190,BAO_0000223,protein complex format,COc1ccc2ncc(-c3ccnc(N)n3)n2n1,,,CHEMBL4041493,Eur J Med Chem,2017,,CHEMBL4077125,,CHEMBL4077125,,0,http://www.openphacts.org/units/Nanomolar,3018171,>,1,1,>,,IC50,nM,,10000.0,CHEMBL1907600,Homo sapiens,Cyclin-dependent kinase 5/CDK5 activator 1,9606,,,IC50,uM,UO_0000065,,10.0
